source_doc_id,date,sentence,found_term,accompanying_terms
2580,2017-07-04 15:30:00,"They contribute greatly to building an atmosphere of trust and mutual understanding, and strengthening the international positions of Russia and China.",china,[]
2580,2017-07-04 15:30:00,"They report, promptly and efficiently, verified information on the politics, the economy and the history of our countries, the lives of Russian and Chinese citizens to the global community.",chinese,[]
2580,2017-07-04 15:30:00,"It is with your support that for the second year, a large inter-state project, the Year of the Russian and Chinese Media, successfully continues, with festivals, exhibitions, conferences and video linkups.",chinese,[]
2580,2017-07-04 15:30:00,Today we gave a green light to a new modern animated television series featuring popular Russian and Chinese animated characters.,chinese,[]
2580,2017-07-04 15:30:00,The Third Russia-China Media Forum is underway in Moscow.,china,"['third', 'russia']"
2580,2017-07-04 15:30:00,Over 120 top managers from the leading media in Russia and China are participating.,china,[]
2580,2017-07-04 15:30:00,"I would like to mention one of the agreements prepared in time for the forum, which is an agreement to launch the Katyusha television channel in China this year.",china,[]
2580,2017-07-04 15:30:00,It will be the third Russian channel available to the Chinese audience.,chinese,[]
2580,2017-07-04 15:30:00,"President of the People’s Republic of China Xi Jinping (retranslated): President Putin, ladies and gentlemen, I am really happy to have this meeting.",china,[]
2580,2017-07-04 15:30:00,"First of all, let me send my sincere greetings to the friendly people of Russia, to welcome the China-Russia Committee of Friendship, Peace and Development, representatives of the Chinese and Russian media and business communities.",china,[]
2580,2017-07-04 15:30:00,Russia is the country that I have visited most frequently since becoming the President of China.,china,[]
2580,2017-07-04 15:30:00,"In recent years, China and Russia, as good neighbours, friends and reliable partners, have built exemplary relations between large neighbouring countries in the spirit of good neighbourliness, friendship and cooperation.",china,[]
2580,2017-07-04 15:30:00,"Regardless of changes in external circumstances, our determination and commitment to developing China-Russia relations remain unwavering and unfailing.",china,[]
2580,2017-07-04 15:30:00,"Today, I see in the audience not only leading representatives of the traditional friendship between China and Russia but the young vanguard of the two countries’ brotherly cooperation.",china,[]
2580,2017-07-04 15:30:00,"For many years, you have made strong efforts to consolidate the long-term friendship of our countries and promote business cooperation, which is a stable support in the development of the Chinese-Russian comprehensive partnership and strategic interaction.",chinese,[]
2580,2017-07-04 15:30:00,"This year, the China-Russia Committee of Friendship, Peace and Development marks 20 years.",china,[]
2580,2017-07-04 15:30:00,"The committee has achieved remarkable results in covering the ideas of the centennial friendship and strengthening of mutual understanding between Russia and China, and, therefore, contributed significantly to the full, stable and successful development of bilateral relations.",china,[]
2580,2017-07-04 15:30:00,The China-Russia Friendship Association marks 60 years this year.,china,[]
2580,2017-07-04 15:30:00,"For many years, the Association, in the spirit of friendship with China, has brought together a series of activists from different areas and unfailingly promoted Russian-Chinese cooperation in trade, the economy, science, technology, education, culture, youth and regional issues.",china,['russian']
2580,2017-07-04 15:30:00,The Year of the Russian and Chinese Media rounds out this year.,chinese,[]
2580,2017-07-04 15:30:00,"Just recently, Moscow hosted the Third Russia-China Media Forum.",china,['russia']
2580,2017-07-04 15:30:00,Chinese-Russian trade has shown rapid growth in the first half of the year.,chinese,[]
2580,2017-07-04 15:30:00,Russia has already become China’s largest supplier of crude oil and electricity.,china,[]
2580,2017-07-04 15:30:00,I believe these achievements are closely linked with the meticulous work of Chinese and Russian entrepreneurs.,chinese,[]
2580,2017-07-04 15:30:00,"Ladies and gentlemen, friends, Today, Chinese-Russian relations have entered the best period of their development.",chinese,[]
2580,2017-07-04 15:30:00,I rely on our common efforts to promote Chinese-Russian relations.,chinese,[]
2580,2017-07-04 15:30:00,Mature and stable China-Russia relations meet not only the mood of the times but also the aspirations of our nations.,china,[]
2580,2017-07-04 15:30:00,I hope you will continue working to spread Chinese-Russian friendship.,chinese,[]
2580,2017-07-04 15:30:00,"I hope the Russia-China Committee of Friendship, Peace and Development, our Friendship Society and our media will use their unique advantages for consolidating contacts and cooperation between the public circles of the two countries, which will provide more positive energy for the opening of new horizons for our people’s diplomacy.",china,['russia']
2580,2017-07-04 15:30:00,The Chinese people are consistently implementing their dream of the great revival of the Chinese nation.,chinese,[]
2580,2017-07-04 15:30:00,"Ladies and gentlemen, friends, China and Russia are good neighbours united by common rivers and mountains.",china,[]
2581,2017-07-04 16:05:00,"Mr President Xi Jinping, ladies and gentlemen, The official visit to Russia by President of the People’s Republic of China Xi Jinping is certainly the central event of this year in relations between our states.",china,[]
2581,2017-07-04 16:05:00,We arrived at the common opinion that the Russian-Chinese strategic partnership has acquired impressive dynamics in almost all areas.,chinese,['russian']
2581,2017-07-04 16:05:00,He was awarded the Order of St Andrew the Apostle in recognition of his personal contribution to the consolidation of friendship between the peoples of Russia and China.,china,[]
2581,2017-07-04 16:05:00,"During our conversations, we reviewed an entire range of issues regarding Russian-Chinese relations and reached important agreements on the further promotion of bilateral ties in many diverse areas.",chinese,['russian']
2581,2017-07-04 16:05:00,Russia is a leading oil supplier to China.,china,[]
2581,2017-07-04 16:05:00,"As you saw, top executives of Gazprom and China National Petroleum Corporation have just signed a supplementary agreement on the first natural gas supplies in December 2019.",china,[]
2581,2017-07-04 16:05:00,A significant interest of 29.9 percent in this project belongs to our Chinese partners.,chinese,[]
2581,2017-07-04 16:05:00,Another transport project is the construction of the Western Europe – Western China motorway.,china,['western']
2581,2017-07-04 16:05:00,This is largely in tune with our Chinese partners' initiatives discussed during the recent The Belt and Road international forum in China.,china,[]
2581,2017-07-04 16:05:00,The initiative of the Chinese leader deserves the closest attention and will be supported by Russia in every possible way.,chinese,[]
